"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[kit name]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate ID]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[acquisition parameter file]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[run number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[injection number]"	"Term Source REF"	"Term Accession Number"	"Date"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"	"Factor Value[treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[duration]"	"Unit"	"Term Source REF"	"Term Accession Number"
"M593"	"extraction/derivatization"	"M593"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"70"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"01/07/2010"	"KIT1-0-41_246622_70_1_1_SAMPLE_246448_M593"	"KIT1-0-41_246622_70_0_1_1_00_246448.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M593"	"extraction/derivatization"	"M593"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"70"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"BA01-0-1_246605_70_1_1_SAMPLE_246448_M593"	"BA01-0-1_246605_70_0_1_1_00_246448.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M599"	"extraction/derivatization"	"M599"	"PG01-0-1"	"not reported"	""	""	"246640"	""	""	"32"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"02/07/2010"	"PG01-0-1_246640_32_1_1_SAMPLE_246232_M599"	"PG01-0-1_246640_32_0_1_1_00_246232.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_246640"	"PG01-0-1_246640_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M599"	"extraction/derivatization"	"M599"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"32"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"EM01-0-1_246619_32_1_1_SAMPLE_246232_M599"	"EM01-0-1_246619_32_0_1_1_00_246232.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M599"	"extraction/derivatization"	"M599"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"32"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"01/07/2010"	"KIT1-0-41_246622_32_1_1_SAMPLE_246232_M599"	"KIT1-0-41_246622_32_0_1_1_00_246232.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M599"	"extraction/derivatization"	"M599"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"32"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"BA01-0-1_246605_32_1_1_SAMPLE_246232_M599"	"BA01-0-1_246605_32_0_1_1_00_246232.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M600"	"extraction/derivatization"	"M600"	"PG01-0-1"	"not reported"	""	""	"246640"	""	""	"16"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"02/07/2010"	"PG01-0-1_246640_16_1_1_SAMPLE_246246_M600"	"PG01-0-1_246640_16_0_1_1_00_246246.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_246640"	"PG01-0-1_246640_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M600"	"extraction/derivatization"	"M600"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"16"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"EM01-0-1_246619_16_1_1_SAMPLE_246246_M600"	"EM01-0-1_246619_16_0_1_1_00_246246.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M600"	"extraction/derivatization"	"M600"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"16"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"KIT1-0-41_246622_16_1_1_SAMPLE_246246_M600"	"KIT1-0-41_246622_16_0_1_1_00_246246.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M600"	"extraction/derivatization"	"M600"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"16"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"BA01-0-1_246605_16_1_1_SAMPLE_246246_M600"	"BA01-0-1_246605_16_0_1_1_00_246246.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M601"	"extraction/derivatization"	"M601"	"PG01-0-1"	"not reported"	""	""	"246640"	""	""	"43"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"02/07/2010"	"PG01-0-1_246640_43_1_1_SAMPLE_246250_M601"	"PG01-0-1_246640_43_0_1_1_00_246250.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_246640"	"PG01-0-1_246640_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M601"	"extraction/derivatization"	"M601"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"43"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"EM01-0-1_246619_43_1_1_SAMPLE_246250_M601"	"EM01-0-1_246619_43_0_1_1_00_246250.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M601"	"extraction/derivatization"	"M601"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"43"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"KIT1-0-41_246622_43_1_1_SAMPLE_246250_M601"	"KIT1-0-41_246622_43_0_1_1_00_246250.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M601"	"extraction/derivatization"	"M601"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"43"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"BA01-0-1_246605_43_1_1_SAMPLE_246250_M601"	"BA01-0-1_246605_43_0_1_1_00_246250.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M610"	"extraction/derivatization"	"M610"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"24"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"PG01-0-1_231609_24_1_1_SAMPLE_222427_M610"	"PG01-0-1_231609_24_0_1_1_00_222427.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M610"	"extraction/derivatization"	"M610"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"24"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"EM01-0-1_231573_24_1_1_SAMPLE_222427_M610"	"EM01-0-1_231573_24_0_1_1_00_222427.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M610"	"extraction/derivatization"	"M610"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"24"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"BA01-0-1_231560_24_1_1_SAMPLE_222427_M610"	"no file25"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M610"	"extraction/derivatization"	"M610"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"24"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_24_1_1_SAMPLE_222427_M610"	"KIT1-0-41_231587_24_0_1_1_00_222427.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M611"	"extraction/derivatization"	"M611"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"42"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"PG01-0-1_231609_42_1_1_SAMPLE_222431_M611"	"PG01-0-1_231609_42_0_1_1_00_222431.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M611"	"extraction/derivatization"	"M611"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"42"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"EM01-0-1_231573_42_1_1_SAMPLE_222431_M611"	"EM01-0-1_231573_42_0_1_1_00_222431.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M611"	"extraction/derivatization"	"M611"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"42"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"BA01-0-1_231560_42_1_1_SAMPLE_222431_M611"	"no file40"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M611"	"extraction/derivatization"	"M611"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"42"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_42_1_1_SAMPLE_222431_M611"	"KIT1-0-41_231587_42_0_1_1_00_222431.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M615"	"extraction/derivatization"	"M615"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"56"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"PG01-0-1_231609_56_1_1_SAMPLE_222501_M615"	"PG01-0-1_231609_56_0_1_1_00_222501.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M615"	"extraction/derivatization"	"M615"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"56"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"EM01-0-1_231573_56_1_1_SAMPLE_222501_M615"	"EM01-0-1_231573_56_0_1_1_00_222501.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M615"	"extraction/derivatization"	"M615"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"56"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"BA01-0-1_231560_56_1_1_SAMPLE_222501_M615"	"no file59"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M615"	"extraction/derivatization"	"M615"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"56"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_56_1_1_SAMPLE_222501_M615"	"KIT1-0-41_231587_56_0_1_1_00_222501.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M620"	"extraction/derivatization"	"M620"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"74"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"PG01-0-1_231609_74_1_1_SAMPLE_222514_M620"	"PG01-0-1_231609_74_0_1_1_00_222514.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M620"	"extraction/derivatization"	"M620"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"74"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"EM01-0-1_231573_74_1_1_SAMPLE_222514_M620"	"EM01-0-1_231573_74_0_1_1_00_222514.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M620"	"extraction/derivatization"	"M620"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"74"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"BA01-0-1_231560_74_1_1_SAMPLE_222514_M620"	"no file76"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M620"	"extraction/derivatization"	"M620"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"74"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_74_1_1_SAMPLE_222514_M620"	"KIT1-0-41_231587_74_0_1_1_00_222514.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M623"	"extraction/derivatization"	"M623"	"PG01-0-1"	"not reported"	""	""	"246640"	""	""	"4"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"02/07/2010"	"PG01-0-1_246640_4_1_1_SAMPLE_246395_M623"	"PG01-0-1_246640_04_0_1_1_00_246395.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_246640"	"PG01-0-1_246640_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M623"	"extraction/derivatization"	"M623"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"4"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"EM01-0-1_246619_4_1_1_SAMPLE_246395_M623"	"EM01-0-1_246619_04_0_1_1_00_246395.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M623"	"extraction/derivatization"	"M623"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"4"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"KIT1-0-41_246622_4_1_1_SAMPLE_246395_M623"	"KIT1-0-41_246622_04_0_1_1_00_246395.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	"standard diet"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M623"	"extraction/derivatization"	"M623"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"4"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"BA01-0-1_246605_4_1_1_SAMPLE_246395_M623"	"BA01-0-1_246605_04_0_1_1_00_246395.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"2"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-41_231630_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_231630_02_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-negative.txt"	""	""	""	""	""	""	""
