"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[kit name]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate ID]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[acquisition parameter file]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[run number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[injection number]"	"Term Source REF"	"Term Accession Number"	"Date"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"
"M2253"	"extraction/derivatization"	"M2253"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"69"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_69_1_1_SAMPLE_223268_M2253"	"KIT1-0-41_231587_69_1_1_1_00_223268.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M2233"	"extraction/derivatization"	"M2233"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"70"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_70_1_1_SAMPLE_223210_M2233"	"KIT1-0-41_231587_70_1_1_1_00_223210.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M262"	"extraction/derivatization"	"M262"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"71"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_71_1_1_SAMPLE_223206_M262"	"KIT1-0-41_231587_71_1_1_1_00_223206.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M1384"	"extraction/derivatization"	"M1384"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"64"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_64_1_1_SAMPLE_222391_M1384"	"KIT1-0-41_231587_64_1_1_1_00_222391.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M1078"	"extraction/derivatization"	"M1078"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"65"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_65_1_1_SAMPLE_222716_M1078"	"KIT1-0-41_231587_65_1_1_1_00_222716.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M376"	"extraction/derivatization"	"M376"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"66"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_66_1_1_SAMPLE_222326_M376"	"KIT1-0-41_231587_66_1_1_1_00_222326.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M1003"	"extraction/derivatization"	"M1003"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"67"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_67_1_1_SAMPLE_222475_M1003"	"KIT1-0-41_231587_67_1_1_1_00_222475.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M2236"	"extraction/derivatization"	"M2236"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"76"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_76_1_1_SAMPLE_223241_M2236"	"KIT1-0-41_231587_76_1_1_1_00_223241.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M1096"	"extraction/derivatization"	"M1096"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"77"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_77_1_1_SAMPLE_222593_M1096"	"KIT1-0-41_231587_77_1_1_1_00_222593.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M1039"	"extraction/derivatization"	"M1039"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"78"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_78_1_1_SAMPLE_222681_M1039"	"KIT1-0-41_231587_78_1_1_1_00_222681.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M1005"	"extraction/derivatization"	"M1005"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"79"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_79_1_1_SAMPLE_222492_M1005"	"KIT1-0-41_231587_79_1_1_1_00_222492.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"KIT2 L6"	"extraction/derivatization"	"KIT2 L6"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"73"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_73_1_1_STANDARD_L6_200088_KIT2 L6"	"KIT1-0-41_231587_73_1_1_1_02_200088.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M620"	"extraction/derivatization"	"M620"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"74"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_74_1_1_SAMPLE_222514_M620"	"KIT1-0-41_231587_74_1_1_1_00_222514.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M1130"	"extraction/derivatization"	"M1130"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"75"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_75_1_1_SAMPLE_222444_M1130"	"KIT1-0-41_231587_75_1_1_1_00_222444.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"KIT2 L7"	"extraction/derivatization"	"KIT2 L7"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"85"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_85_1_1_STANDARD_L7_200091_KIT2 L7"	"KIT1-0-41_231587_85_1_1_1_02_200091.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"84"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"5"	""	""	"2010-05-18"	"KIT1-0-41_231587_84_1_5_QC_1_223311_Sample Pool"	"KIT1-0-41_231587_84_1_1_5_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"84"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"3"	""	""	"2010-05-18"	"KIT1-0-41_231587_84_1_3_QC_1_223311_Sample Pool"	"KIT1-0-41_231587_84_1_1_3_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"84"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"4"	""	""	"2010-05-18"	"KIT1-0-41_231587_84_1_4_QC_1_223311_Sample Pool"	"KIT1-0-41_231587_84_1_1_4_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"84"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_84_1_1_QC_1_223311_Sample Pool"	"KIT1-0-41_231587_84_1_1_1_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"84"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"2"	""	""	"2010-05-18"	"KIT1-0-41_231587_84_1_2_QC_1_223311_Sample Pool"	"KIT1-0-41_231587_84_1_1_2_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M2268"	"extraction/derivatization"	"M2268"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"87"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_87_1_1_SAMPLE_223004_M2268"	"KIT1-0-41_231587_87_1_1_1_00_223004.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M447"	"extraction/derivatization"	"M447"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"86"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_86_1_1_SAMPLE_222531_M447"	"KIT1-0-41_231587_86_1_1_1_00_222531.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M2227"	"extraction/derivatization"	"M2227"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"81"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_81_1_1_SAMPLE_222921_M2227"	"KIT1-0-41_231587_81_1_1_1_00_222921.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M470"	"extraction/derivatization"	"M470"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"80"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_80_1_1_SAMPLE_222663_M470"	"KIT1-0-41_231587_80_1_1_1_00_222663.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M2207"	"extraction/derivatization"	"M2207"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"83"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_83_1_1_SAMPLE_222904_M2207"	"KIT1-0-41_231587_83_1_1_1_00_222904.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M2206"	"extraction/derivatization"	"M2206"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"82"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_82_1_1_SAMPLE_222896_M2206"	"KIT1-0-41_231587_82_1_1_1_00_222896.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M2229"	"extraction/derivatization"	"M2229"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"93"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_93_1_1_SAMPLE_222949_M2229"	"KIT1-0-41_231587_93_1_1_1_00_222949.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M2282"	"extraction/derivatization"	"M2282"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"92"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_92_1_1_SAMPLE_223140_M2282"	"KIT1-0-41_231587_92_1_1_1_00_223140.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M1197"	"extraction/derivatization"	"M1197"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"95"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_95_1_1_SAMPLE_222361_M1197"	"KIT1-0-41_231587_95_1_1_1_00_222361.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M2205"	"extraction/derivatization"	"M2205"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"94"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_94_1_1_SAMPLE_222882_M2205"	"KIT1-0-41_231587_94_1_1_1_00_222882.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M448"	"extraction/derivatization"	"M448"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"89"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_89_1_1_SAMPLE_222545_M448"	"KIT1-0-41_231587_89_1_1_1_00_222545.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"88"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_88_1_1_QC_1_33000362_QC_1"	"KIT1-0-41_231587_88_1_1_1_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M1131"	"extraction/derivatization"	"M1131"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"91"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_91_1_1_SAMPLE_222458_M1131"	"KIT1-0-41_231587_91_1_1_1_00_222458.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"M450"	"extraction/derivatization"	"M450"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"90"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_90_1_1_SAMPLE_222562_M450"	"KIT1-0-41_231587_90_1_1_1_00_222562.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"96"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-18"	"KIT1-0-41_231587_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_231587_96_1_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-positive.txt"
"BLANK"	"extraction/derivatization"	"BLANK"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"1"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"3"	""	""	"2010-05-21"	"KIT3-0-203_238811_1_1_3_BLANK_10000001_BLANK"	"KIT3-0-203_238811_01_1_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"14"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_14_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_14_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"15"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_15_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_15_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"16"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_16_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_16_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
